cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29
561,Cruzeirol,Cruzciro,Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,"to se-
gu0","oa se-
nhora","se-
bes","te-
nho","Nosso Se-
nhor","ba
nhos","se-
nhor","tm
nhos","om alto pu-
nho","Se-
teuhro",,,,,,,,,,,,,,,,,,,,
563,Gacinha,za dc racinha,"ILys
tGracinha",Gracinhal,"nio podia p
anor le tracinh",Torre racinha,Cinhra,Gracimha,Gracinhae,raciha,coplaceute de Gracinha,"Gra-
cinha",Cracinha,"ra-
cinha",Gracinha,Gracinhn,Oracinha,,,,,,,,,,,,,
564,Onlram,conlo,conlirmou,conlra,Hlra-,,,,,,,,,,,,,,,,,,,,,,,,,
565,LTIII N1 IE IAMIIE,ILLUSIE CAS5A DE IAMIIIS,IIAMIIIES,RAMIIIES,IYMIIIE,IAMIIIIES,IAMIIIIE,ILAMIIIH5,,,,,,,,,,,,,,,,,,,,,,
566,llste lecal,homeml kEste,steu,revste,ste benziam,"ste
longu",Cister,Fste,ste,St I,ampeuas ste,,,,,,,,,,,,,,,,,,,
567,sa tace mis,Iaces,face,aceadu,Iace,iace do Fi-,,,,,,,,,,,,,,,,,,,,,,,,
568,baiso,"dbaixo la
eanal l alti lcvava",hBaixa,baixa cubiga,a1 paixii profund,baix,,,,,,,,,,,,,,,,,,,,,,,,
569,csmiucot,Cotd,cot,cotmn,cotm,,,,,,,,,,,,,,,,,,,,,,,,,
570,ci,"L-
ci",elcico,Tcisl,ui bciin,pudicicia,ccia,ciencias ociaes,mcio,Ci,Ciil,cilua,,,,,,,,,,,,,,,,,,
571,pocira da lide,visiahanca da llosa,Colonia da lotiea,alravessar da feuda,Tomnada da Bastilha,chamma alta da vela,rua d rinceza l. nelia ati,ajudania da losa,,,,,,,,,,,,,,,,,,,,,,
572,"Mlana Joio,.mano Joiol",loio,Croio,Join,Joio Brandio,Joio,Joio lIl,Coio,,,,,,,,,,,,,,,,,,,,,,
573,trror,Torro illuminira,Torroe,corrodor,Torro,i Torro,,,,,,,,,,,,,,,,,,,,,,,,
574,lr,Valrerde,alr cupos,ILreuco,Alre,Alril,Enlre,,,,,,,,,,,,,,,,,,,,,,,
575,"tanque da
pedra",qne u la branquuava,Tanque-Velho,tanqu,tan-,,,,,,,,,,,,,,,,,,,,,,,,,
576,Capellao,"inlerpelland
tamlemn",repellia,lapella,"corisear
de capellos",Capella,,,,,,,,,,,,,,,,,,,,,,,,
577,Ainistralor,Mlinistro das Oras,Amninistracio,aMinistro aeceiltz,"Iistorin da
ttminisreo 1'nbliz",Ministerio dn Fazenda,Mlinistro,Ministro,,,,,,,,,,,,,,,,,,,,,,
578,Sntr,c-,C-ntr,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Ilhodes,Filho-d'Algo,Rocilho,bilho,,,,,,,,,,,,,,,,,,,,,,,,,,
580,sophar,bD. Josopha Pires,"botica
do Pires",I,Josopha Pires,,,,,,,,,,,,,,,,,,,,,,,,,
581,Lnrga,"lve u
rga",Margcs,sarga,earga,,,,,,,,,,,,,,,,,,,,,,,,,
582,Almocei,almoeo,Almodovr,almoo,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Indial,d'onde pendia,suspendia,crescendo0,cstendia,India,rescendia,fundia,cendia,ctmrehendia,Cendfe,,,,,,,,,,,,,,,,,,,
584,pclluda,iudo,pclludo,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,papi,brancuras de lapides,lapis,lapide,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Nom,eom,Dom,rome,Lom,"IWIS
eom",omhebid,devom,Iom,quom,om,momices,,,,,,,,,,,,,,,,,,
587,"Appareca tam-
bem",desappareceru,lieapparecend0,nio apparecu,Apparecel,,,,,,,,,,,,,,,,,,,,,,,,,
588,Cidadelhe...,Superioridade,Ilaccida,"Vontade hem
exorcida",Auctoridade,"protundidades da
Tartaria",solemhidade,Cidadelhe,earidade,intiidade d,felicidade,ceuriosidade,Authoridade m'empurrae,Cidade,Universidade,,,,,,,,,,,,,,,
589,Iervor,d'arvores,voreds da qulintn,arvorcdo,arvored0s,,,,,,,,,,,,,,,,,,,,,,,,,
590,Il,Til6,ilcn,IL.1,Inil,IlCt0,Silves,IilNin,Ils,IL.1.STH,IL,voril,Ilu,ILg0,,,,,,,,,,,,,,,,
591,Cvalleiru,Cuvalleciro de Mlalta,Cuvalleiro,Cuvallo,Cuvalleire,Cuvalleirista,tuvalleiro,Cuvalleir,triumpho do Cuvalleiru,,,,,,,,,,,,,,,,,,,,,
592,"arriei-
ros",Fl-Iei,Fl-ei,-.A cleieio cst:i segtura,cceie,Ieis,Iepeis,Ieio,Inquiriei,Ieindo,Iei,Ieits,"ca
Ieita",,,,,,,,,,,,,,,,,
593,"tam-
ben ua","Tam-
hem",lstams,lss c tamusa,Tam-,,,,,,,,,,,,,,,,,,,,,,,,,
594,Cusimira,Casitira,Casimiras,casimira,,,,,,,,,,,,,,,,,,,,,,,,,,
595,"Cale-
celhos","jale-
us","jale-
ca",,,,,,,,,,,,,,,,,,,,,,,,,,,
596,alvejaral,Alvari,muralhua,Alvaralhao,Alvaralhio,,,,,,,,,,,,,,,,,,,,,,,,,
597,Archio,"enechia
agola",chisti,Chiche,Mlonarchia,China,Mlalchior,chi,,,,,,,,,,,,,,,,,,,,,,
598,Inios,Ncgocios,"u dos
silios decantados",Deliciosos,Ios-,Philosoplios,receioso,ancioso,Ios,,,,,,,,,,,,,,,,,,,,,
599,Imnedintaienlle,onta du sobrinha,Pintainho,Iainha,Pintainhan,aintda,Pintainha,"Pintai-
nho enfiado",,,,,,,,,,,,,,,,,,,,,,
600,mctte,qte,ttes,fcrvuru picattte,qtte,,,,,,,,,,,,,,,,,,,,,,,,,
601,Pelestina,Estive,"Pales-
tina",Destino,oesti,Palestina,rcmolto cestiuho,,,,,,,,,,,,,,,,,,,,,,,
602,D)'um,U ne,n'ult,"1F
d'ahi n'uma ba earavaua",u n'um,,,,,,,,,,,,,,,,,,,,,,,,,
603,Ilcnto,Ilncntld,Icnto,Hcnto,"Bcn-
to",vrniz dos sapatos-aprescntou a,Bcnto,Oh Bcnto,,,,,,,,,,,,,,,,,,,,,,
604,"Graal
Ila",nogra,raa de,scu eoraao:,"pstna en
praa",lraaua,"vi-
draas",g)aa,Graa,meigra,,,,,,,,,,,,,,,,,,,,
605,histria d'este Pego,ste par-,d'este Pego,Pego,,,,,,,,,,,,,,,,,,,,,,,,,,
606,cr d'ouro,cabo do renque d'alamos,cabo d'ouro la ltteta d'ouo,luneta d'ouro,cabo d'osso do guarda-sol,"cabo dec
anta",cabo d'ouro,cabo d arapau,cabo d'aljafar da sombrinha,,,,,,,,,,,,,,,,,,,,,
607,gemend,hmen,homen,meninu,enI-,meniaon,menin,,,,,,,,,,,,,,,,,,,,,,,
608,Acaha,harhacans-0u,acahar,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Fmlim,"gentel
mlim tica",Hmlim,emlim,mlim,,,,,,,,,,,,,,,,,,,,,,,,,
610,bebedo,Yedor,Sbedores,Sbedo,,,,,,,,,,,,,,,,,,,,,,,,,,
611,asa de Franea,Rel de Fraaca,Roet de Franca...,Historia de Franca,Roet de Franca,,,,,,,,,,,,,,,,,,,,,,,,,
612,convento de Santa hereza,Convento de anta-lIlrigida do,Convento de anta-lIlrigida,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,"nio ha sulti-
Ileas",nio mc,nio alvorolar,ntonio,nio,nio disfarea,Bntol Nio,deixo2 Nio,nio dais,Novecenios,mnio,"nio
s6",Nio,,,,,,,,,,,,,,,,,
614,"a
Calcadinha",Caladinha,Culcalu,"Calcadinha
le Nilla-Clural","Calcadinha de
Yill-Clara",Cnlcadinha,coborto dc riscadinho,Calcadinha,,,,,,,,,,,,,,,,,,,,,,
615,"l-
Iou","esbo-
Iado","o-
Io",,,,,,,,,,,,,,,,,,,,,,,,,,,
616,apa-,"a4pa-
nhas",a4pa-,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,varands dos Cunhaes,"Cunhaesl
Li",Cunhacs,Cunhas,"Cu-
nhaes",Curhaes,Cnhaes,Cnhaeste,unhaes1,Cunhaes,Cunhau,,,,,,,,,,,,,,,,,,,
618,Soledl,solueou,consolad,desolagio,solurnu,lelogio-de-Sol,di solide:z.,Crisola,solb,Sol,,,,,,,,,,,,,,,,,,,,
619,tdu,qtle pctdiu,tdi,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Castellto,Castella,castellania famosa,Castello de Peronnc,Castollo,Castello de tSanta,Castellos,Castello,,,,,,,,,,,,,,,,,,,,,,
621,Jantimos,Famosa,agaa limosa,moc0 osvelto,ma teimosu,Mos-,Wamos,"loja do
liamos",Iumos,mo,moyeu,Viemos,Mos,,,,,,,,,,,,,,,,,
622,Mlinho,Goncalinhol,clcalI,tonealinho,Goucalinho,Gonalinho,Goncalinho,,,,,,,,,,,,,,,,,,,,,,,
623,I13,IncSI10,I19,I10,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Tovrvre,hocdo,arvrecdo,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,d'Ullma,ulld,Ullmar,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,iroya,tirus,quairo,ale oulro retiro,iroar,"ul horrorl
Atirou",tiro,,,,,,,,,,,,,,,,,,,,,,,
627,Costa ue,Hstacuu,Roevista,acostiadu,Conselleiro Costa Barroso,Arcos,Costa,,,,,,,,,,,,,,,,,,,,,,,
628,Joiio Gouveia,lio Gouveia,portao Joio Gouveia,"MIas o
Joao Gouveia",Joaio Gouveia,Joao Gou-,Joio ouveia,Joio Gouveia,,,,,,,,,,,,,,,,,,,,,,
629,Pittas,Pitta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,loneo,"Conselhos do
Baneo",baneo d'entrade,banet-0,Mraneo,"Conselhos do
Baneo Ilypotluecario:-e",Coronel Iraneoso,baneo,hane,,,,,,,,,,,,,,,,,,,,,
631,Colera,elera d,Veras,Eramn,"dis
sera",Iesceram,cmmudecera,lEra,,,,,,,,,,,,,,,,,,,,,,
632,Cortcs,Aor,Wortadas,Cortlor,Cortaor,,,,,,,,,,,,,,,,,,,,,,,,,
633,Mauael,Mauael da Adega,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Caminho de Ferro,"pergaminhh
luro",om camisa,mnc cminho,"ca-
minho",Caminha,Caminho,,,,,,,,,,,,,,,,,,,,,,,
635,Sanches Lucena,Sanchcs ILcenl,Sunches,estupidissmn0 Santches,Sanchcs,W'inchester,Sanches ILucenal,Sanehes,Sancla,Sanches,sanches,manch0es,,,,,,,,,,,,,,,,,,
636,U0,Mlarqucz do lancio,Mlarqu0s,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Iitol,"I,1.ITII",Iit6,"Iit IISllYlllIie 
idraa",Iiti,Iit,,,,,,,,,,,,,,,,,,,,,,,,
638,grlcvjou eom,grlcvjou,cvt,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,conlidencia,pn,Carrespondenaia,Corresondencia vin-,Correspndencia,,,,,,,,,,,,,,,,,,,,,,,,,
640,Sabes,saber1,saberia narra,Saber,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Palrc Sueiro,neiro trayo,bom rcndeiro,Janeiro,vczeiro,ilha dum carniceiro,jasmineiros,Rio te Janeiro,ceitcei,Sueiro,meir,bom Padre Sueiro,ceiro,Terceira,,,,,,,,,,,,,,,,
642,Mondes,Gongcalo Mlendes,Mlendes Iiaires,Mlendes de Suuza,"Gonalo Mlendes
Hamires",pendes,"Mlendes Ilami-
res",Mcndes,alo Mlvendes,"Mlendes
Ramnires",dependessc,Mlendes,,,,,,,,,,,,,,,,,,
643,Paris,paru,Remarigcs,marid0,Pari,paru ci,,,,,,,,,,,,,,,,,,,,,,,,
644,Jesuina,Qe,Jesuina-qe,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Ientre,m beve,revelacbcs,cntreter,atrever1,cntrever,,,,,,,,,,,,,,,,,,,,,,,,
646,faeo,baeos,Mlouaeo,Iaee,Iaeo,,,,,,,,,,,,,,,,,,,,,,,,,
647,Villa-Clava,Yill-Clara,Coneelho de Villa-Clara,illa-,Villa-Clura,Villn-Clara,Nilla Clara,"Villa-Clara
de noite",iIIa-Clara,Emn Villa-Clara,Vocs en Villa-Clara,"ViIa-
Clara",Villa lara,declaraia,YVilla-Clara,VilIa-Clara,Vill-Clara,"Villa-
Clara",la-Clara,"Villa-
lara",ViIla-Clara,Villa-Clara 1 Torrc,Villa-Clara,Yilla-Clara,Villa-Cla,,,,,
648,Ileeha,losles,Fsses Tanearvilles,noile,Mlesmo,Cheles,ucles,IlES,anles,Simples,Noidles,Iles,,,,,,,,,,,,,,,,,,
649,Concalo,"Goncale
rovivia",tioncalo,"Goncale
n'um rijo abraco",toncale,Goncalo-colno,Guncalo,Goncalio,Goucaloe,"Goncale
csfregou",Goncnlo,Goncalo Iami-,"Goncalo Ia-
ires",El-Rei - Goncale,Goncal,Goncale,Entao Goncalo,grilou Goncalo,"IYMIIHS
Goncalo","louvadol
F Goncalo",tGonclo,Goncalo,,,,,,,,
650,Mlathilds,Iiel Mlatheus,Mlatheus,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,S0elor,Sahelor,SUelor,Sabels,Sbelor,Sabelor,,,,,,,,,,,,,,,,,,,,,,,,
652,maos,Aostcio,Iaos,Dbraos,verao,Raos,,,,,,,,,,,,,,,,,,,,,,,,
