cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27
663.0,Joaqui,Joaquim da lParte,Joaquim da Pota,"Jouquim da
Cpa",Joaqtuim da Porta,,,,,,,,,,,,,,,,,,,,,,,
664.0,Manrique,mcxcriquice,"Ilenriqurcs
Ahalou",Ilnrique,MIoeambique,toriquete,,,,,,,,,,,,,,,,,,,,,,
665.0,ILAWIIIINS,IIL.LITI  DE ISIIII,"IIIII
123
tm Aor enore",III,MA I I1IIIIs,"IIIIH
11",,,,,,,,,,,,,,,,,,,,,,
666.0,spre affavel,aspreza,schnpre,Preiru,selnpre,"k
pre",esquego sepre,prearava,serpre,pre,seupre,sepre,,,,,,,,,,,,,,,,
667.0,"lesconflado das
janellas decrepitas","jnnella
erra",luas janellas,llanella azul,canellas,Ilanella,i janella,janellinha,,,,,,,,,,,,,,,,,,,,
668.0,Ulgoso,Fidulgol meu Fidalgol,Fidulgo,Iidulguia,,,,,,,,,,,,,,,,,,,,,,,,
669.0,ohrigado,Wriga,Obriga-,Ohrigado,Obrigado,,,,,,,,,,,,,,,,,,,,,,,
670.0,Corliy,historlia da bulha,orli qt,orli,,,,,,,,,,,,,,,,,,,,,,,,
671.0,Fabrica,abrissc,d'Abril,Abril,Abria,Alril,,,,,,,,,,,,,,,,,,,,,,
672.0,Yiscounde,condemnando,Nisconde,Yisconde,,,,,,,,,,,,,,,,,,,,,,,,
673.0,lLoureo Iires,Loureeo,Lourenco,ILourengeo-em,Louredo,Lourenca,Lourenc,ILourenal,,,,,,,,,,,,,,,,,,,,
674.0,Ileeha,losles,noile,IlES,Simples,Iles,,,,,,,,,,,,,,,,,,,,,,
675.0,escrvr ct garho,Scrpftu-,"vomo escre-
veu",escrceva,,,,,,,,,,,,,,,,,,,,,,,,
676.0,Alcacova,Alcacva,aceri,Alcacer,,,,,,,,,,,,,,,,,,,,,,,,
677.0,Ilorete,Auclor,"Anto-
inho loreuo",calore,Ilores,lore,,,,,,,,,,,,,,,,,,,,,,
678.0,segtnda porta,bom Joio da Porta-a qus,bom Joio da Porta-a,frouxidio da porla,,,,,,,,,,,,,,,,,,,,,,,,
679.0,Pilta,ksfaltato,loi ompnnlta  pians,Mlalta,lta,,,,,,,,,,,,,,,,,,,,,,,
680.0,convento de Santa hereza,Santa hereza,Therezas,,,,,,,,,,,,,,,,,,,,,,,,,
681.0,caIreaIl,Ail,Adail,,,,,,,,,,,,,,,,,,,,,,,,,
682.0,desontelra,ponla,d ponte,Ponte,Ponte...,,,,,,,,,,,,,,,,,,,,,,,
683.0,t nanh,banhala,nanhava,tnanhal,,,,,,,,,,,,,,,,,,,,,,,,
684.0,IInl,vinlu,Inl-,Inl,Finlgo,,,,,,,,,,,,,,,,,,,,,,,
685.0,noido,Noidles,,,,,,,,,,,,,,,,,,,,,,,,,,
686.0,Vendas,candcia,Vendcia,,,,,,,,,,,,,,,,,,,,,,,,,
687.0,Famosa,agaa limosa,rmo,Formosa,formoso Leonel,tao formosa,,,,,,,,,,,,,,,,,,,,,,
688.0,"murxzello
imovel",Corvello,Leanlro  Bello,lloe,Velloda,ehlaga nm tornzello,ello,Tordezello,"Re-
bellos",licbello cxiste,Mindello,Tello,Iacil de rellorir...,,,,,,,,,,,,,,,
689.0,teror,Iermulo,Ierozes,Vezes,I'erol,,,,,,,,,,,,,,,,,,,,,,,
690.0,ereads,meads,aceadu,bua semeadura,,,,,,,,,,,,,,,,,,,,,,,,
691.0,littwratura,Littcratura,Litteratura,Litteralura,,,,,,,,,,,,,,,,,,,,,,,,
692.0,Andresinhol,Antresinho,Flandres,adresinho desbotalo,Andresinho,Londres,,,,,,,,,,,,,,,,,,,,,,
693.0,fcno,solidao favoravel,cnoravel ivcnda,,,,,,,,,,,,,,,,,,,,,,,,,
694.0,Noce,cocertur,mocetdo,Yoce,cOco,Socega,Coce,,,,,,,,,,,,,,,,,,,,,
695.0,I)eunte,ntntea,penteaya,hntea,,,,,,,,,,,,,,,,,,,,,,,,
696.0,Gongcalo Mlendes,Gongcalo,Gongca-,,,,,,,,,,,,,,,,,,,,,,,,,
697.0,ais alta,lais aui,Iais alto,Waltor,ceu alto,,,,,,,,,,,,,,,,,,,,,,,
698.0,Reino,Hleino,mcninol,Icino,eino,veridico do leino,,,,,,,,,,,,,,,,,,,,,,
699.0,varandal,plorando ny,mandaran,pedra da varanda,i varanda,paranda,randa,Jaranlin,ba varanda,"Casal do
Mliranda",reburda da varanda,aranda,leante dessa varanda,varanda po,procuranda,,,,,,,,,,,,,
700.0,IPara,"colsl
disparates",lPar,lPara,Parahcens,,,,,,,,,,,,,,,,,,,,,,,
701.0,fraseo,FraIue henet,kFra,fra,Fra,Fraaca,,,,,,,,,,,,,,,,,,,,,,
702.0,Governador Ciil,Governador Civill,"iovernador Civil, to nr",tavernador,Governador Civill Mas,"Governador
Civil-e",Gavternador Civil du listriceta,tGovernador Ciil,Governador Civill...,Governador,Governador Civil,"Governador
Civil",,,,,,,,,,,,,,,,
703.0,Magnlfico,t]e,nolc,magnolia,Trinoli,,,,,,,,,,,,,,,,,,,,,,,
704.0,ellc,ellce,Fllc,Ellc,,,,,,,,,,,,,,,,,,,,,,,,
705.0,trror,ferrol,Ierro,cerro,lomba d cerro,hezerro,,,,,,,,,,,,,,,,,,,,,,
706.0,Cavllciro,Cauvallciro,Cavallcira,Cavallcio,Cavallciro,galinete do Cavallcio,Cavallcirol,,,,,,,,,,,,,,,,,,,,,
707.0,Tomoh,Tom-,rctomando,tomau,Mafoma,Toma,itompo,,,,,,,,,,,,,,,,,,,,,
708.0,llestava porei,Poreira,porei,pore,,,,,,,,,,,,,,,,,,,,,,,,
709.0,murle d'hoe,hoet,Ioema,hoem,,,,,,,,,,,,,,,,,,,,,,,,
710.0,lorre,corredo,Iorre,Correu,Aorrecido,Trre,Gutiorres,uc uorrera,Taorre,"correia
dum1 latego",orre,corredr,,,,,,,,,,,,,,,,
711.0,claustra,Claustro,,,,,,,,,,,,,,,,,,,,,,,,,,
712.0,"Corin-
de",Cwrinde,Corinde,Curinde,Corinle,,,,,,,,,,,,,,,,,,,,,,,
713.0,"An-
dre, scm","io vi-
sitnr",Vi-,"vi-
draas",,,,,,,,,,,,,,,,,,,,,,,,
714.0,Aiionsinos,Aflnsinos,Sino,Hnsino,Sino de anlua,Ensino,,,,,,,,,,,,,,,,,,,,,,
715.0,RsInS,rins,mrInrT,,,,,,,,,,,,,,,,,,,,,,,,,
716.0,n amigu seri,S. Mligucl,S. Miguel,,,,,,,,,,,,,,,,,,,,,,,,,
717.0,eabide,aeabar,Aeaba,,,,,,,,,,,,,,,,,,,,,,,,,
718.0,diantc,antcs,ent arantc,Antcs,clqantu,Tcso,,,,,,,,,,,,,,,,,,,,,,
719.0,lDuas,hordu,Jordde,corduas,,,,,,,,,,,,,,,,,,,,,,,,
720.0,Camaras,Lamara...,Presidente da Camara,Cumaras,amargradu,relogio da Camara,camape,Amarante,Camara,Lamara,Camala,,,,,,,,,,,,,,,,,
721.0,Creia,crei,,,,,,,,,,,,,,,,,,,,,,,,,,
722.0,lLop0,petaen de l'ortgul,"Lopo de
lBayio",lLopo de layao,Bayao,uarto de laar,,,,,,,,,,,,,,,,,,,,,,
723.0,Sul,sclprc,atd aprccio,sulprc6a,do Sul,,,,,,,,,,,,,,,,,,,,,,,
724.0,Aguiar,Guiio,uIamn,tGuia,Guiao,,,,,,,,,,,,,,,,,,,,,,,
725.0,cabo do camiuho do Nasecnte,Cmuolino,Ioos do Camolino,carvalheiras do Casal No-,,,,,,,,,,,,,,,,,,,,,,,,
726.0,urte,Crtes,Certesa,Cwrte,C0rtes,,,,,,,,,,,,,,,,,,,,,,,
727.0,deses-1,Ieonel,Leoneses,,,,,,,,,,,,,,,,,,,,,,,,,
728.0,"pas-
sear","elo e-
sadamonto","as-
sobiava","Pas-
sado","m pas-
sadico dc travcs","lampcjos ro-
sados","pas-
sado","pas-
sls semanas",,,,,,,,,,,,,,,,,,,,
729.0,elupinand,dominanda,dminando,mascnand,,,,,,,,,,,,,,,,,,,,,,,,
730.0,Santa Miaria de Craquede,Santa Mlaria de Craquede,Santa Mlarla de Craquede,Santa Mlaria de raquede,Santa Mlaria de Craqude,Santa Maria de Craquedel,Santa Mnria de Craquede,Santa Maria de Craquede,"dec
anta Maria",santa Mlaria de Craquede,Santa Maria de Crauede,Santa Maria de Craqutde,,,,,,,,,,,,,,,,
731.0,"qute
elle collabrava","andre
Elle","qute
elle","qte
elle",,,,,,,,,,,,,,,,,,,,,,,,
732.0,Gramilde,Iamilde,Mathildes,"RAMIS
Voces",Ramilde,,,,,,,,,,,,,,,,,,,,,,,
733.0,Aggora,aggo,soeeggo,,,,,,,,,,,,,,,,,,,,,,,,,
734.0,Torre de mandudo do,Torre de I. Raires,treire de an-,Torre de l. Hamiresns,Torre de I. Hamires,,,,,,,,,,,,,,,,,,,,,,,
735.0,Affns,Alhuquerue,Affns de Alhuquerue...,,,,,,,,,,,,,,,,,,,,,,,,,
736.0,"ITra-
go","Bra-
vaes","IBra-
vaes",,,,,,,,,,,,,,,,,,,,,,,,,
737.0,Ilraz Victorin,seguilra,Yae,Ilrayaes,,,,,,,,,,,,,,,,,,,,,,,,
738.0,"to se-
gu0","oa se-
nhora","se-
bes","te-
nho","Nosso Se-
nhor","se-
nhor","Se-
teuhro",,,,,,,,,,,,,,,,,,,,,
739.0,Gacinha,za dc racinha,"ILys
tGracinha",Gracinhal,"nio podia p
anor le tracinh",Torre racinha,Cinhra,Gracimha,Gracinhae,raciha,coplaceute de Gracinha,Cracinha,Gracinha,Gracinhn,Oracinha,,,,,,,,,,,,,
740.0,"ba
nhos","tm
nhos",,,,,,,,,,,,,,,,,,,,,,,,,,
741.0,Inleiramente,ulvorocadamente,pessiuamentel,Prioiramente quiz,"assohiando va-
gamente",Iolgadamente,divinamentel,nicamente,Pessimamente,Jiggciramente,Hirtamente,Iament,Positivamente,,,,,,,,,,,,,,,
742.0,lumc,olume,Numerou,,,,,,,,,,,,,,,,,,,,,,,,,
743.0,Onlram,conlo,conlirmou,conlra,,,,,,,,,,,,,,,,,,,,,,,,
744.0,inlelligencia,"taio tina in-
telligeucla",Intelligencia,"1F'ul-
gencio",,,,,,,,,,,,,,,,,,,,,,,,
745.0,IIAIIIIIES,IIAMIIIES,RAMIIIES,"ILLITIII A1 II AMIIINS
genebra",IAMIIIIES,IAMIIIIE,ILAMIIIH5,,,,,,,,,,,,,,,,,,,,,
746.0,sidao,curiosidadc,Ceua,ceuriosidade,,,,,,,,,,,,,,,,,,,,,,,,
747.0,IBrito,Scritum,Hrito,,,,,,,,,,,,,,,,,,,,,,,,,
748.0,telegrammas,Telegralnlnds,Telegrapho-ji,cova negra,,,,,,,,,,,,,,,,,,,,,,,,
749.0,Iicgcne-,Iicl,,,,,,,,,,,,,,,,,,,,,,,,,,
750.0,puc,Puco,buco,,,,,,,,,,,,,,,,,,,,,,,,,
751.0,csmiucot,Cotd,cot,cotmn,cotm,,,,,,,,,,,,,,,,,,,,,,,
752.0,"ILLTE LASA DE IYIIHES
y0",pr casa dae,at casa do legedor,II.IyRTIE CASA D IIAIES,ILLST CASA DE AInE,St I,IILLST CA I AYIIE,iddca de artigos,,,,,,,,,,,,,,,,,,,,
753.0,loj...,us puhhos,tdos pclos,CS.-,us pcs...,,,,,,,,,,,,,,,,,,,,,,,
754.0,"Mlana Joio,.mano Joiol",Croio,Joio Brandio,Joio,Joio lIl,Coio,,,,,,,,,,,,,,,,,,,,,,
755.0,Maus,Mauael,Mauael da Adega,,,,,,,,,,,,,,,,,,,,,,,,,
756.0,Torr,Torras,Torro illuminira,Torroe,corrodor,Torro,i Torro,,,,,,,,,,,,,,,,,,,,,
757.0,"r,,- l",Cerda,Cerdal,,,,,,,,,,,,,,,,,,,,,,,,,
758.0,"tanque da
pedra",qne u la branquuava,Tanque-Velho,tanqu,,,,,,,,,,,,,,,,,,,,,,,,
759.0,Capellao,"inlerpelland
tamlemn",lapella,"corisear
de capellos",Capella,,,,,,,,,,,,,,,,,,,,,,,
760.0,Joao Gouvcia,m go,Ioao,"MIas o
Joao Gouveia",Joao Gou-,,,,,,,,,,,,,,,,,,,,,,,
761.0,Administracao,Nis,Mlinistro das Oras,Adinislrao,aMinistro aeceiltz,"Administralon
resutiu a sua idda",Ministerio dn Fazenda,Mlinistro,Ministro,,,,,,,,,,,,,,,,,,,
762.0,Tahes,Ihe,IMIHES,,,,,,,,,,,,,,,,,,,,,,,,,
763.0,Ientre,Sntr,Pntria,entrrdo,C-ntr,,,,,,,,,,,,,,,,,,,,,,,
764.0,I N0,ji elo,ji n-,ji ovwral,,,,,,,,,,,,,,,,,,,,,,,,
765.0,Ilhodes,Asylo,Filho-d'Algo,Rocilho,bilho,,,,,,,,,,,,,,,,,,,,,,,
766.0,sophar,bD. Josopha Pires,"botica
do Pires",Josopha Pires,,,,,,,,,,,,,,,,,,,,,,,,
767.0,Almocei,almoeo,Almodovr,almuzem,almoo,,,,,,,,,,,,,,,,,,,,,,,
768.0,d'onde pendia,suspendia,cstendia,rescendia,cendia,Cendfe,,,,,,,,,,,,,,,,,,,,,,
769.0,Talvcz,Culcalu,Acal,clcalI,re salve  ra-,calp0s,calv0,,,,,,,,,,,,,,,,,,,,,
770.0,Ganalo,Gunal,Gunalo,,,,,,,,,,,,,,,,,,,,,,,,,
771.0,Iugindo,gruhindo,"sa-
cudindo",Ieindo,,,,,,,,,,,,,,,,,,,,,,,,
772.0,apuru,tcu,rouba,tcuruba,,,,,,,,,,,,,,,,,,,,,,,,
773.0,papi,brancuras de lapides,lapis,IIDE3,lapide,,,,,,,,,,,,,,,,,,,,,,,
774.0,d'Azuara,Elduara,uarmaraln,puara,,,,,,,,,,,,,,,,,,,,,,,,
775.0,IL0g0,Asia,aSIl0s,,,,,,,,,,,,,,,,,,,,,,,,,
776.0,Palrc Sueiro,uei,Sueiro,bom Padre Sueiro,,,,,,,,,,,,,,,,,,,,,,,,
777.0,Iecesvinto,Into,vintcml,Iiccesvinto,,,,,,,,,,,,,,,,,,,,,,,,
778.0,"Appareca tam-
bem",desappareceru,lieapparecend0,nio apparecu,Apparecel,,,,,,,,,,,,,,,,,,,,,,,
779.0,Cidadelhe...,Superioridade,Ilaccida,Auctoridade,"protundidades da
Tartaria",solemhidade,realidado,Cidadelhe,earidade,intiidade d,felicidade,Authoridade m'empurrae,Cidade,Universidade,,,,,,,,,,,,,,
780.0,csada arrastanl,arraial seguro,l'Arraz,arranue,tore albarra,,,,,,,,,,,,,,,,,,,,,,,
781.0,iremnia,Pires,Iires,Iresa,srrir,Iaires,Rires,,,,,,,,,,,,,,,,,,,,,
782.0,Iervor,d'arvores,voreds da qulintn,arvorcdo,arvored0s,,,,,,,,,,,,,,,,,,,,,,,
783.0,Tcisl,"nai
uzSSe",Aostcio,"nai
stci",,,,,,,,,,,,,,,,,,,,,,,,
784.0,lodo bolsar,Balsas,Colsas,,,,,,,,,,,,,,,,,,,,,,,,,
785.0,Cvalleiru,Cuvalleciro de Mlalta,Cuvalleiro,luva,Cuvallo,Cuvalleire,Cuvalleirista,tuvalleiro,Cuvalleir,triumpho do Cuvalleiru,,,,,,,,,,,,,,,,,,
786.0,agoa do regato,encalrregaa,Arega,Carregada,rega0,,,,,,,,,,,,,,,,,,,,,,,
787.0,Fl-Iei,-.A cleieio cst:i segtura,Ieis,Ieio,Inquiriei,Iei,,,,,,,,,,,,,,,,,,,,,,
788.0,d'Olivoeira,Olivoira,tlivoirn,d'Olivoira,,,,,,,,,,,,,,,,,,,,,,,,
789.0,Goncnlo,nclo,tGonclo,"tGon-
alo",,,,,,,,,,,,,,,,,,,,,,,,
790.0,"tam-
ben ua","Tam-
hem",lstams,Tam-,,,,,,,,,,,,,,,,,,,,,,,,
791.0,coraci nio,Coral,Oracas,Coraon,coracao,Nacao,,,,,,,,,,,,,,,,,,,,,,
792.0,Cusimira,Casira,Casitira,Casimiras,casimira,SimI,,,,,,,,,,,,,,,,,,,,,,
793.0,"Cale-
celhos","jale-
us","jale-
ca",,,,,,,,,,,,,,,,,,,,,,,,,
794.0,Alcu,Alcmtejo,vcjo,Alcmtcjo,,,,,,,,,,,,,,,,,,,,,,,,
795.0,Santa-lrrneia,"Santa
lreneia",Santa-lreneiu,lreneia,Santa-Ireneia,Santa-lreneia,Santa-lrneia,,,,,,,,,,,,,,,,,,,,,
796.0,Ios-,Toios,receioso,Ios,,,,,,,,,,,,,,,,,,,,,,,,
797.0,susl0,beus,beusl,,,,,,,,,,,,,,,,,,,,,,,,,
798.0,"arriei-
ros",Uliyeira,"onze ti-
ras","Oliyei-
ra",,,,,,,,,,,,,,,,,,,,,,,,
799.0,Imnedintaienlle,Pintainho,Grainha,Iainha,Pintainhan,Pintainha,"Pintai-
nho enfiado",,,,,,,,,,,,,,,,,,,,,
800.0,mctte,ttes,fcrvuru picattte,qtte,,,,,,,,,,,,,,,,,,,,,,,,
801.0,Lnrga,"lve u
rga",Isear,d'apear,rabear,sarga,earga,,,,,,,,,,,,,,,,,,,,,
802.0,rharanga,orangal,Franziu,d'espcranga,Franga,,,,,,,,,,,,,,,,,,,,,,,
803.0,Graeinha,traeinha,raeinha,CGraeinha,"teriria
raeinha",,,,,,,,,,,,,,,,,,,,,,,
804.0,Pelestina,"Pales-
tina",Palestina,,,,,,,,,,,,,,,,,,,,,,,,,
805.0,D)'um,U ne,arrastira n'umas andas,"1F
d'ahi n'uma ba earavaua",u n'um,,,,,,,,,,,,,,,,,,,,,,,
806.0,"ti-
nhaca","a4pa-
nhas",a4pa-,,,,,,,,,,,,,,,,,,,,,,,,,
807.0,Inagarefes,Inagra,Inagnilicos,Inag,,,,,,,,,,,,,,,,,,,,,,,,
808.0,Pogo,Iogar,ogoa,Iogo,,,,,,,,,,,,,,,,,,,,,,,,
809.0,"Graal
Ila",nogra,Gragea,ygrades,"sesseta grausl
N","pstna en
praa",lraaua,Graa,meigra,,,,,,,,,,,,,,,,,,,
810.0,"vivondo
n'estes silios",histria d'este Pego,ste par-,d'este Pego,Pego,,,,,,,,,,,,,,,,,,,,,,,
811.0,cr d'ouro,caboea,cabo do renque d'alamos,cabo d'ouro la ltteta d'ouo,luneta d'ouro,cabo d'osso do guarda-sol,"cabo dec
anta",cabo d'ouro,cabo d arapau,cabo d'aljafar da sombrinha,,,,,,,,,,,,,,,,,,
812.0,Cnlhido,clhido,,,,,,,,,,,,,,,,,,,,,,,,,,
813.0,meninu,meniaon,menin,,,,,,,,,,,,,,,,,,,,,,,,,
814.0,bebedo,Sbedores,Sbedo,,,,,,,,,,,,,,,,,,,,,,,,,
815.0,asa de Franea,Rel de Fraaca,Roet de Franca...,Historia de Franca,Roet de Franca,,,,,,,,,,,,,,,,,,,,,,,
816.0,Convento de anta-lIlrigida do,Convento de anta-lIlrigida,,,,,,,,,,,,,,,,,,,,,,,,,,
817.0,Manso,Rio-Manso,io-Mans,,,,,,,,,,,,,,,,,,,,,,,,,
818.0,Inios,ntonio,iradignio,nio,Bntol Nio,deixo2 Nio,Novecenios,mnio,"nio
s6",Nio,,,,,,,,,,,,,,,,,,
819.0,junlo,innlo,Burrnlo,cnnlo,,,,,,,,,,,,,,,,,,,,,,,,
820.0,illlela carta,"ma
ca",llymn0,"comeeo da
campanha","llymno da
Carta",,,,,,,,,,,,,,,,,,,,,,,
821.0,novo retervendu,hatendu,Iacatent,rmpendu,batendu,,,,,,,,,,,,,,,,,,,,,,,
822.0,abrao do 3urrlo,Dbraos,Raos,,,,,,,,,,,,,,,,,,,,,,,,,
823.0,"Vontade hem
exorcida",lica Sonta,ontade,,,,,,,,,,,,,,,,,,,,,,,,,
824.0,"a
Calcadinha",Caladinha,"botoes das
calcas","Calcadinha
le Nilla-Clural","Calcadinha de
Yill-Clara",Cnlcadinha,coborto dc riscadinho,Calcadinha,,,,,,,,,,,,,,,,,,,,
825.0,Setembro,lezembro,Novembro,Iez,Iezembro,,,,,,,,,,,,,,,,,,,,,,,
826.0,"l-
Iou","esbo-
Iado","o-
Io",,,,,,,,,,,,,,,,,,,,,,,,,
827.0,palvarinhos,Pelourinho,Esquadrinhou,hurrinho,,,,,,,,,,,,,,,,,,,,,,,,
828.0,scu eoraao:,grlcvjou eom,grlcvjou,,,,,,,,,,,,,,,,,,,,,,,,,
829.0,parclha,orclha,pobe da vclha,vclha,tclhado,,,,,,,,,,,,,,,,,,,,,,,
830.0,varands dos Cunhaes,"Cunhaesl
Li",Cunhacs,Cunhas,"Cu-
nhaes",Curhaes,Cnhaes,Cnhaeste,unhaes1,Cunhaes,Cunhau,,,,,,,,,,,,,,,,,
831.0,io passcio,"Passira
ahi",Assi,impassivol,sira,Torre passira,Assimn,Passira,,,,,,,,,,,,,,,,,,,,
832.0,suor,Iuo,IUosa,Iuor,,,,,,,,,,,,,,,,,,,,,,,,
833.0,Cu urtrio,lmperatriz,Patriotisuo,u marmore do lavatrio,,,,,,,,,,,,,,,,,,,,,,,,
834.0,soltarl,ilis solta,voltaris,vao soltarl,soltar?-F,,,,,,,,,,,,,,,,,,,,,,,
835.0,Soledl,solueou,solurnu,di solide:z.,Crisola,solb,Sol,,,,,,,,,,,,,,,,,,,,,
836.0,Noronhal,tamilia Noronhal,Nuronha,Noronhas,Noronha,,,,,,,,,,,,,,,,,,,,,,,
837.0,Castellto,Castella,castellania famosa,Castello de Peronnc,Castollo,Castello de tSanta,Castellos,"cutello minha dce matdre Hstevani-
nha",Castello,,,,,,,,,,,,,,,,,,,
838.0,Ieits,Itsa,"ca
Ieita",,,,,,,,,,,,,,,,,,,,,,,,,
839.0,Jantimos,ma teimosu,Mos-,Wamos,Iumos,Viemos,Mos,,,,,,,,,,,,,,,,,,,,,
840.0,langas de calnisa,langas,engasg0,,,,,,,,,,,,,,,,,,,,,,,,,
841.0,alagado d'esput,U CsaSo d'es-,U csahto,,,,,,,,,,,,,,,,,,,,,,,,,
842.0,iroya,tirus,quairo,ale oulro retiro,iroar,"ul horrorl
Atirou",tiro,,,,,,,,,,,,,,,,,,,,,
843.0,taio corto,Torto gemet,tort4,Torto,,,,,,,,,,,,,,,,,,,,,,,,
844.0,Costa ue,Losta,Hstacuu,acostiadu,Conselleiro Costa Barroso,Arcos,Costa,,,,,,,,,,,,,,,,,,,,,
845.0,n0 sual'al,"eino
popularisuala",suala,,,,,,,,,,,,,,,,,,,,,,,,,
846.0,Joiio Gouveia,lio Gouveia,portao Joio Gouveia,Joaio Gouveia,Joio ouveia,Joio Gouveia,,,,,,,,,,,,,,,,,,,,,,
847.0,Pittas,Pitta,,,,,,,,,,,,,,,,,,,,,,,,,,
848.0,Casco emtudecera,ji cspairecera,cmmudecera,,,,,,,,,,,,,,,,,,,,,,,,,
849.0,loneo,baneo d'entrade,banet-0,Coronel Iraneoso,baneo,hane,,,,,,,,,,,,,,,,,,,,,,
850.0,sc eh0Vasso,cancassol iNada,caonfuso cancasso,"ln
gr0sso",assoibo,,,,,,,,,,,,,,,,,,,,,,,
851.0,Colera,elera d,Intoleravel,"dis
sera",lEra,,,,,,,,,,,,,,,,,,,,,,,
852.0,Geuealoic,inealo,Gouealo,Gunealo,unealo nascira,,,,,,,,,,,,,,,,,,,,,,,
853.0,Toa d'r-,"Toa d'r-
l",,,,,,,,,,,,,,,,,,,,,,,,,,
854.0,lLueena,mueu,rasgadamuente,Ilamnejou,Ilamueente,,,,,,,,,,,,,,,,,,,,,,,
855.0,Caminho de Ferro,mnc cminho,"ca-
minho",Caminha,Caminho,,,,,,,,,,,,,,,,,,,,,,,
856.0,lcvar,quatarze,lovar,urze,varzea,,,,,,,,,,,,,,,,,,,,,,,
857.0,Sanches Lucena,Sanchcs ILcenl,Sunches,Sanchcs,W'inchester,Sanches ILucenal,Sanehes,Sancla,Sanches,sanches,manch0es,,,,,,,,,,,,,,,,,
858.0,iidalgo.- l,iidalgo.-,lidalgo,Nidalgo,grituu o Fidalgo,Fildalgo,idalgo,Fialgo,Fidalgo,lidalga,tidalgo,Widalgo,,,,,,,,,,,,,,,,
859.0,proprielade,mao inquiela,Ladeado,Mleia-lade,Pielade,,,,,,,,,,,,,,,,,,,,,,,
860.0,Iitol,Iit6,"Iit IISllYlllIie 
idraa",Iiti,Iit,,,,,,,,,,,,,,,,,,,,,,,
861.0,conlidencia,Carrespondenaia,Corresondencia vin-,Correspndencia,,,,,,,,,,,,,,,,,,,,,,,,
862.0,gre,iarejando,Fgreja taio fcia,Beja,greja,,,,,,,,,,,,,,,,,,,,,,,
863.0,Arribada,Ribadaes,,,,,,,,,,,,,,,,,,,,,,,,,,
864.0,ILreuco,Alre,Ilres,,,,,,,,,,,,,,,,,,,,,,,,,
865.0,Sabes,saber1,saberia narra,Sabels,Saber,,,,,,,,,,,,,,,,,,,,,,,
866.0,bbia,stbia,,,,,,,,,,,,,,,,,,,,,,,,,,
867.0,cceie,bom rcndeiro,vczeiro,ilha dum carniceiro,ceitcei,meir,ceiro,Terceira,,,,,,,,,,,,,,,,,,,,
868.0,Imagina,nei,rvelandu imaginagio,lagine,maginei,,,,,,,,,,,,,,,,,,,,,,,
869.0,Mlendes Iiaires,Mlendes de Suuza,"Gonalo Mlendes
Hamires",pendes,"Mlendes Ilami-
res",Mcndes,alo Mlvendes,"Mlendes
Ramnires",dependessc,Mlendes,,,,,,,,,,,,,,,,,,
870.0,alvejaral,Alvari,muralhua,Alvaralhao,Alvaralhio,,,,,,,,,,,,,,,,,,,,,,,
871.0,Inudo,ga quanudo hega,quanudo,,,,,,,,,,,,,,,,,,,,,,,,,
872.0,om camisa,catmpo,mis,catmisa,,,,,,,,,,,,,,,,,,,,,,,,
873.0,Paris,Pari,,,,,,,,,,,,,,,,,,,,,,,,,,
874.0,Casas,"dc
Franea","casas dc
Franea",,,,,,,,,,,,,,,,,,,,,,,,,
875.0,dcemo au lad0,lu l,,,,,,,,,,,,,,,,,,,,,,,,,,
876.0,campes,camnisus,Cam1a,,,,,,,,,,,,,,,,,,,,,,,,,
877.0,revelacbcs,cntreter,atrever1,cntrever,,,,,,,,,,,,,,,,,,,,,,,,
878.0,IYMIES,Mie,RAMIES,HYMIES,,,,,,,,,,,,,,,,,,,,,,,,
879.0,Mlirunte,Mlirnle,pe qte defrnto,Mlira-,Mlirnto,,,,,,,,,,,,,,,,,,,,,,,
880.0,Tabacaria,Ca-,Tabaca-,,,,,,,,,,,,,,,,,,,,,,,,,
881.0,Concalo,"Goncale
rovivia",tioncalo,"Goncale
n'um rijo abraco",toncale,Goncalo-colno,Guncalo,Goncalio,Goncalinhol,"Goncale
csfregou",Goncalo Iami-,"Goncalo Ia-
ires",Goncal,Goncale,Entao Goncalo,grilou Goncalo,"IYMIIHS
Goncalo","louvadol
F Goncalo",Goncalinho,Goncalo,,,,,,,,
882.0,HEu,Mlathilds,Iiel Mlatheus,Mlatheus,,,,,,,,,,,,,,,,,,,,,,,,
883.0,Cilude,luancns,Ilu,lua,cilua,,,,,,,,,,,,,,,,,,,,,,,
